,event_name,event_date,details,wad,wwcd,wlcd,wswd,wkowd,wrd,wlrd,wtsd,wssd,wsdd,wspd,wcpd,wgpd,wttdd,wstdd,wtddd,wssubd,wspassd,wssweepd,winner_lable,finghter1wins,fighter2wins,winner,looser,fighter1,fighter2,fighter_name,result,end_round,finish_method,fighter1_str,fighter2_str,fighter1_td,fighter2_td,fighter1_sub,fighter2_sub,fighter1_pass,fighter2_pass
779,UFC 219 Cyborg vs Holm,2017-12-30 00:00:00,Live on Pay-Per-View,0,-8,-5,2,0,1,2,-214,-88,0.13,0.32,-0.16,-0.3,-60,-20,0.29,5,-5,-2,2,0,1,Carla Esparza,Cynthia Calvillo,Cynthia Calvillo,Carla Esparza,Carla Esparza,Win,R3,Decision - Unanimous,38,48,1,2,0,1,2,0
1552,UFC 210 Cormier vs. Johnson 2,2017-04-08 00:00:00,Live on Pay-Per-View,-1,0,-1,4,0,64,37,248,91,0.09,0.01,-0.14,0,-8,3,0.69,7,8,0,1,1,0,Cynthia Calvillo,Pearl Gonzalez,Cynthia Calvillo,Pearl Gonzalez,Pearl Gonzalez,Loss,R3,Submission,50,37,1,2,3,1,4,2
885,UFC Fight Night Bisping vs Gastelum,2017-11-25 00:00:00,Live on Fight Network,9,6,3,2,2,2,-2,128,49,-0.07,-0.28,-0.13,0.33,8,5,1,0,5,0,1,1,0,Cyril Asker,Hu Yaozong,Cyril Asker,Hu Yaozong,Hu Yaozong,Loss,R2,Submission,20,8,4,0,1,1,3,0
1389,UFC Fight Night Holm vs Correia,2017-06-17 00:00:00,Live on Fight Network,-3,-2,-3,2,-6,-3,-5,-389,-151,-0.27,-0.3,0,0.32,5,4,0.25,0,2,0,2,0,1,Walt Harris,Cyril Asker,Cyril Asker,Walt Harris,Walt Harris,Win,R1,KO/TKO,2,21,0,0,0,0,0,0
5940,UFC® Live,2012-04-14 00:00:00,Gustafsson vs. Silva,9,0,0,2,1,81,0,223,209,0.23,-0.1,-0.2,0.21,2,3,0.24,0,0,0,1,1,0,Cyrille Diabate,Tom DeBlass,Cyrille Diabate,Tom DeBlass,Cyrille Diabate,Win,R3,Decision - Majority,48,1,2,2,0,1,3,7
4443,UFC Fight Night Gustafsson vs. Manuwa,2014-03-08 00:00:00,UFC Fight Pass,10,-15,-5,-2,-5,8,0,-15,101,0.08,0.07,0,-0.06,-21,-5,-0.47,-2,1,2,2,0,1,Ilir Latifi,Cyrille Diabate,Cyrille Diabate,Ilir Latifi,Ilir Latifi,Win,R1,Submission,0,0,0,1,0,2,0,1
5493,UFC® 154,2012-11-17 00:00:00,St-Pierre vs. Condit,5,0,0,2,-3,81,0,343,252,0.15,-0.3,0,0.21,4,4,0.11,1,7,2,1,1,0,Cyrille Diabate,Chad Griggs,Cyrille Diabate,Chad Griggs,Chad Griggs,Loss,R1,Submission,6,2,2,1,1,0,4,0
5565,UFC®,2012-09-29 00:00:00,Struve vs. Miocic,6,-16,-3,-8,3,-72,-39,33,-49,0,-0.01,0.15,-0.07,-7,-5,-0.51,-4,-13,0,2,0,1,Gunnar Nelson,DaMarques Johnson,DaMarques Johnson,Gunnar Nelson,Gunnar Nelson,Win,R1,Submission,1,9,0,1,0,2,0,4
5925,UFC® Live,2012-04-14 00:00:00,Gustafsson vs. Silva,1,0,0,2,3,-69,0,119,36,-0.14,-0.05,0,0.06,-19,-8,-0.59,-2,-2,1,2,0,1,John Maguire,DaMarques Johnson,DaMarques Johnson,John Maguire,DaMarques Johnson,Loss,R2,Submission,15,6,0,3,1,1,1,4
6226,UFC®,2011-11-12 00:00:00,Velasquez vs. Dos Santos,-2,0,0,4,3,0,0,199,59,-0.08,0.09,-0.2,0.1,8,4,-0.49,1,10,1,1,1,0,DaMarques Johnson,Clay Harvison,DaMarques Johnson,Clay Harvison,Clay Harvison,Loss,R1,KO/TKO,6,6,0,0,0,0,0,0
7542,UFC® 107,2009-12-12 00:00:00,PENN vs SANCHEZ,2,0,0,4,2,-71,-39,66,48,-0.09,0.02,0.15,-0.09,2,1,-0.31,2,9,2,1,1,0,DaMarques Johnson,Edgar Garcia,DaMarques Johnson,Edgar Garcia,DaMarques Johnson,Win,R1,Submission,10,17,0,1,1,1,0,2
6786,UFC® Fight Night™,2011-01-22 00:00:00,Fight for the Troops 2,-8,0,0,4,3,0,0,254,68,-0.15,0.4,-0.05,-0.36,1,2,-0.36,1,2,1,1,1,0,DaMarques Johnson,Mike Guymon,DaMarques Johnson,Mike Guymon,DaMarques Johnson,Win,R1,Submission,2,1,1,0,0,0,6,0
1054,UFC Fight Night Shogun vs Saint Preux 2,2017-09-22 00:00:00,Live on TSN 2 and RDS 2,-7,-7,-6,0,-6,-6,-1,-189,-115,0.06,-0.03,0,0,1,0,-0.74,-1,1,0,1,1,0,Daichi Abe,Hyun Gyu Lim,Daichi Abe,Hyun Gyu Lim,Daichi Abe,Win,R3,Decision - Unanimous,63,43,1,0,0,0,1,0
1255,UFC Fight Night Weidman vs Gastelum,2017-07-22 00:00:00,Live on CTV TWO,9,9,-1,0,-2,-3,-2,-822,-376,0,-0.02,0.16,0,6,0,-0.78,0,-1,0,2,0,1,Chase Sherman,Damian Grabowski,Damian Grabowski,Chase Sherman,Damian Grabowski,Loss,R3,Decision - Unanimous,68,111,0,0,0,0,0,0
3403,UFC Fight Night Gonzaga vs. Cro Cop 2,2015-04-11 00:00:00,FIGHT NETWORK,-9,10,6,2,0,-4,1,83,16,-0.12,0.02,0,0,7,7,0.26,-5,-3,-1,2,0,1,Yaotzin Meza,Damian Stasiak,Damian Stasiak,Yaotzin Meza,Damian Stasiak,Loss,R3,Decision - Unanimous,14,17,1,2,1,3,2,11
1019,UFC Fight Night Cerrone vs Till,2017-10-21 00:00:00,Live on Fight Network,-4,-9,-3,2,-2,4,2,-141,-98,-0.02,0.05,0,0,23,9,-0.41,1,9,1,2,0,1,Brian Kelleher,Damian Stasiak,Damian Stasiak,Brian Kelleher,Brian Kelleher,Win,R3,KO/TKO,43,79,1,1,0,1,0,3
254,UFC Fight Night Shogun vs Smith,2018-07-22 00:00:00,Live on TSN 2,28,-1,1,4,0,-2,3,300,105,0.02,0.29,-0.16,-0.28,36,12,-0.19,1,12,1,2,0,1,Pingyuan Liu,Damian Stasiak,Damian Stasiak,Pingyuan Liu,Damian Stasiak,Loss,R3,Decision - Unanimous,24,32,3,1,0,2,2,0
1858,UFC Fight Night Whittaker vs Brunson,2016-11-26 00:00:00,Live on TSN 5,-1,7,7,-4,0,-5,3,-182,-82,-0.11,0.06,0,-0.11,2,0,0.04,-4,-14,-1,1,1,0,Damien Brown,Jon Tuck,Damien Brown,Jon Tuck,Damien Brown,Win,R3,Decision - Split,34,39,0,0,1,0,0,1
919,UFC Fight Night Werdum vs Tybura,2017-11-18 00:00:00,Live on TSN 5,4,-4,5,0,2,-5,4,-72,-78,-0.03,-0.03,0,0,0,-2,-0.26,3,-1,-2,2,0,1,Frank Camacho,Damien Brown,Damien Brown,Frank Camacho,Frank Camacho,Win,R3,Decision - Split,104,154,2,1,1,0,1,1
671,UFC 221 Romero vs Rockhold,2018-02-10 00:00:00,Live on Pay-Per-View,3,1,4,-2,-7,-2,0,183,39,-0.03,0.1,-0.15,0,1,-3,0.21,3,-6,-1,2,0,1,Dong Hyun Kim,Damien Brown,Damien Brown,Dong Hyun Kim,Dong Hyun Kim,Win,R3,Decision - Split,46,67,0,0,0,0,0,0
1412,UFC Fight Night Lewis vs Hunt,2017-06-10 00:00:00,Live on TSN 5,-2,6,10,0,0,-4,2,183,55,-0.04,0.37,-0.3,-0.21,-16,-14,0.34,2,-12,0,2,0,1,Vinc Pichel,Damien Brown,Damien Brown,Vinc Pichel,Damien Brown,Loss,R1,KO/TKO,21,19,0,0,0,0,0,0
6571,The Ultimate Fighter®,2011-06-04 00:00:00,Team Lesnar vs. Team Dos Santos Finale,0,-28,-15,0,-14,-71,-38,-2423,-993,-0.23,-0.31,0.33,0.09,-74,-27,-0.28,-8,-5,-6,2,0,1,Jeremy Stephens,Dan Downes,Dan Downes,Jeremy Stephens,Jeremy Stephens,Win,R3,Decision - Unanimous,32,55,0,6,1,3,0,3
6411,UFC LIVE,2011-08-14 00:00:00,Hardy vs. Lytle,-8,25,10,-9,1,72,0,-1088,-579,-0.07,-0.05,0.03,0.12,-3,-5,-0.2,-34,-20,-10,2,0,1,Chris Lytle,Dan Hardy,Dan Hardy,Chris Lytle,Chris Lytle,Win,R3,Submission,61,127,1,0,0,1,0,1
6983,UFC® 120,2010-10-16 00:00:00,BISPING vs AKIYAMA,2,-5,-2,-4,-6,-3,-44,-1427,-587,-0.07,-0.08,0.12,-0.03,-1,-4,-0.03,-16,-42,-7,2,0,1,Carlos Condit,Dan Hardy,Dan Hardy,Carlos Condit,Dan Hardy,Loss,R1,KO/TKO,9,26,0,0,0,0,0,0
5833,UFC® 146,2012-05-26 00:00:00,Dos Santos vs. Mir,-4,25,10,0,0,72,0,117,-3,-0.07,-0.02,-0.03,0.12,11,5,-0.24,3,0,0,1,1,0,Dan Hardy,Duane Ludwig,Dan Hardy,Duane Ludwig,Duane Ludwig,Loss,R1,KO/TKO,18,17,0,0,0,0,0,0
7816,UFC® 99,2009-06-13 00:00:00,THE COMEBACK,-9,25,10,-7,-1,2,0,-36,-52,-0.15,-0.02,0.04,-0.01,-12,-8,-0.13,-9,-17,0,1,1,0,Dan Hardy,Marcus Davis,Dan Hardy,Marcus Davis,Marcus Davis,Loss,R3,Decision - Split,28,19,1,2,0,3,0,2
2345,UFC 199 Rockhold vs. Bisping 2,2016-06-04 00:00:00,Live on Pay-Per-View,8,-34,-10,1,19,3,1,170,32,-0.01,-0.15,0.12,0.03,0,-4,-0.19,2,0,3,1,1,0,Dan Henderson,Hector Lombard,Dan Henderson,Hector Lombard,Dan Henderson,Win,R2,KO/TKO,13,23,0,2,0,2,0,2
3570,UFC Fight Night Gustafsson vs. Johnson,2015-01-24 00:00:00,Live on TSN 4,15,0,0,-9,2,-2,-3,135,2,-0.17,-0.1,0.15,-0.04,14,2,-0.02,1,-12,2,2,0,1,Gegard Mousasi,Dan Henderson,Dan Henderson,Gegard Mousasi,Dan Henderson,Loss,R1,KO/TKO,4,4,0,0,0,0,0,0
9546,PRIDE 13,2001-03-25 00:00:00,Collision Course,-3,0,0,0,23,74,39,950,433,-0.04,-0.3,0.11,0.19,30,11,0.18,4,10,3,1,1,0,Dan Henderson,Renzo Gracie,Dan Henderson,Renzo Gracie,Dan Henderson,Win,R1,KO/TKO,9,6,0,0,0,0,0,0
7775,UFC® 100,2009-07-11 00:00:00,Lesnar vs. Mir II,9,-31,-9,0,7,-1,-5,-3101,-1100,-0.13,-0.26,0.26,0.19,-29,-15,-0.05,-1,-5,1,1,1,0,Dan Henderson,Michael Bisping,Dan Henderson,Michael Bisping,Michael Bisping,Loss,R2,KO/TKO,29,22,0,0,0,0,0,0
8014,UFC® 93,2009-01-17 00:00:00,FRANKLIN vs HENDERSON,4,0,0,-5,8,-2,39,-911,-389,-0.11,-0.15,0.08,0.06,9,-3,-0.05,2,-11,0,1,1,0,Dan Henderson,Rich Franklin,Dan Henderson,Rich Franklin,Dan Henderson,Win,R3,Decision - Split,36,39,4,0,0,0,2,0
8802,PRIDE 32,2006-10-21 00:00:00,The Real Deal,7,-26,-14,-3,1,0,-2,551,234,0.01,0.06,0.04,-0.1,27,8,0.04,-1,6,2,1,1,0,Dan Henderson,Vitor Belfort,Dan Henderson,Vitor Belfort,Vitor Belfort,Loss,R3,Decision - Unanimous,39,10,5,1,1,1,5,1
1404,UFC Fight Night Lewis vs Hunt,2017-06-10 00:00:00,Live on TSN 5,-6,-4,-7,4,2,6,3,-1980,-767,-0.06,-0.01,-0.03,0,-34,-12,0.01,3,-1,1,1,1,0,Dan Hooker,Ross Pearson,Dan Hooker,Ross Pearson,Ross Pearson,Loss,R2,KO/TKO,69,38,0,0,0,0,0,0
1876,UFC Fight Night Whittaker vs Brunson,2016-11-26 00:00:00,Live on TSN 5,2,-2,1,2,8,4,3,-240,-3,0.05,0.04,0.13,-0.18,-25,-7,0.3,-10,-2,-1,2,0,1,Jason Knight,Dan Hooker,Dan Hooker,Jason Knight,Jason Knight,Win,R3,Decision - Unanimous,47,59,0,4,0,4,0,1
4163,UFC Fight Night Te Huna vs. Marquardt,2014-06-28 00:00:00,UFC Fight Pass,-3,18,7,2,10,11,7,749,334,0.25,0.81,-0.87,0,4,3,0.77,-4,2,2,1,1,0,Dan Hooker,Ian Entwistle,Dan Hooker,Ian Entwistle,Ian Entwistle,Loss,R1,KO/TKO,12,1,0,0,0,3,0,0
2511,UFC Fight Night Hunt vs. Mir,2016-03-19 00:00:00,Live on TSN 2,-4,18,7,4,10,7,3,458,196,0.03,0.2,-0.11,-0.14,-11,-1,0.13,3,2,2,1,1,0,Dan Hooker,Mark Eddiva,Dan Hooker,Mark Eddiva,Dan Hooker,Win,R1,Submission,5,4,0,0,1,0,1,0
771,UFC 219 Cyborg vs Holm,2017-12-30 00:00:00,Live on Pay-Per-View,3,6,4,4,6,2,3,239,164,0.02,-0.01,-0.01,0,-22,-6,0.15,3,-2,0,1,1,0,Dan Hooker,Marc Diakiese,Dan Hooker,Marc Diakiese,Dan Hooker,Win,R3,Submission,17,24,2,0,1,0,1,0
289,UFC 226 Miocic vs Cormier,2018-07-07 00:00:00,Live on Pay-Per-View,-4,4,4,-2,6,4,3,148,94,0,0.03,-0.02,0,-29,-10,0.39,-2,-10,2,1,1,0,Dan Hooker,Gilbert Burns,Dan Hooker,Gilbert Burns,Dan Hooker,Win,R1,KO/TKO,22,13,0,0,1,0,0,0
1226,Tuesday Night Contender Series Live on UFC FIGHT PASS,2017-07-25 00:00:00,Las Vegas,4,5,1,2,2,3,0,140,60,0.65,0.58,0,0.35,14,2,0.5,0,2,0,1,1,0,Dan Ige,Luis Gomez,Dan Ige,Luis Gomez,Luis Gomez,Loss,R3,Submission,54,21,4,4,3,0,3,2
741,UFC 220 Miocic vs Ngannou,2018-01-20 00:00:00,Live on Pay-Per-View,-2,-6,-1,0,0,1,-1,-358,-100,-0.03,-0.27,-0.11,0.35,8,1,-0.44,-3,0,0,2,0,1,Julio Arce,Dan Ige,Dan Ige,Julio Arce,Julio Arce,Win,R3,Decision - Unanimous,35,72,1,0,0,0,0,0
5223,UFC 158 Live on Pay-Per View,2013-03-16 00:00:00,St-Pierre vs. Diaz,8,-30,-12,9,-5,1,-41,234,17,-0.19,-0.03,0.14,-0.02,6,1,-0.2,14,-11,0,2,0,1,Jordan Mein,Dan Miller,Dan Miller,Jordan Mein,Dan Miller,Loss,R1,KO/TKO,11,29,1,0,1,0,0,0
5768,UFC on FX,2012-06-22 00:00:00,Maynard vs. Guida,-1,0,0,9,0,74,0,681,203,0.1,0.32,-0.3,-0.03,13,12,-0.13,16,3,2,1,1,0,Dan Miller,Ricardo Funch,Dan Miller,Ricardo Funch,Dan Miller,Win,R3,Submission,57,72,0,2,3,0,0,0
6670,UFC® 128,2011-03-19 00:00:00,SHOGUN vs JONES,-2,0,0,5,-13,0,-42,-409,-337,-0.06,0.07,-0.03,-0.05,-27,-18,-0.24,2,-20,-1,2,0,1,Nate Marquardt,Dan Miller,Dan Miller,Nate Marquardt,Dan Miller,Loss,R3,Decision - Unanimous,10,47,2,3,2,0,0,0
8152,UFC® Fight Night™,2008-09-17 00:00:00,Diaz vs Neer,0,0,0,7,0,74,0,634,204,0.12,0.41,-0.34,-0.08,14,8,0.22,8,-3,1,1,1,0,Dan Miller,Rob Kimmons,Dan Miller,Rob Kimmons,Dan Miller,Win,R1,Submission,0,0,0,0,2,0,0,0
3136,UFC Fight Night Ellenberger vs. Thompson,2015-07-12 00:00:00,TSN,0,-15,-8,7,0,-1,-41,96,-127,0,0.24,-0.15,-0.1,-18,-1,-0.08,10,-24,0,2,0,1,Trevor Smith,Dan Miller,Dan Miller,Trevor Smith,Dan Miller,Loss,R3,Decision - Unanimous,25,51,0,1,1,0,0,2
4803,UFC 166 Live on Pay-Per-View,2013-10-19 00:00:00,Velasquez vs. Dos Santos 3,-3,-1,-13,8,-4,0,-3,42,186,0.11,-0.22,0.09,0.22,-9,5,0.12,7,14,0,1,1,0,Daniel Cormier,Roy Nelson,Daniel Cormier,Roy Nelson,Roy Nelson,Loss,R3,Decision - Unanimous,74,17,3,0,0,0,0,0
1550,UFC 210 Cormier vs. Johnson 2,2017-04-08 00:00:00,Live on Pay-Per-View,5,22,1,8,-6,-6,-3,418,244,-0.02,-0.06,0.1,-0.04,12,2,0.01,3,18,-1,1,1,0,Daniel Cormier,Anthony Johnson,Daniel Cormier,Anthony Johnson,Daniel Cormier,Title,R2,Submission,36,22,1,1,1,0,1,0
2248,UFC 200 Tate vs Nunes,2016-07-09 00:00:00,Live on Pay-Per-View,-4,-12,-7,3,-20,-5,-1,5,-115,-0.04,-0.15,0.12,0.03,41,18,0.09,2,25,-1,1,1,0,Daniel Cormier,Anderson Silva,Daniel Cormier,Anderson Silva,Anderson Silva,Loss,R3,Decision - Unanimous,33,17,3,0,0,0,3,0
4282,UFC 173 Barao vs. Dillashaw,2014-05-24 00:00:00,Live on Pay-Per-View,-9,22,1,7,-11,-2,2,159,158,0.06,-0.05,0.02,0.03,14,10,0.2,4,18,-3,1,1,0,Daniel Cormier,Dan Henderson,Daniel Cormier,Dan Henderson,Dan Henderson,Loss,R3,Submission,50,6,3,0,2,0,11,0
4493,UFC 170 Rousey vs. McMann,2014-02-22 00:00:00,Live on Pay-Per-View,2,12,-5,8,7,-4,-2,270,149,0.03,0.07,0.11,-0.18,-38,-13,0.49,7,8,0,1,1,0,Daniel Cormier,Patrick Cummins,Daniel Cormier,Patrick Cummins,Patrick Cummins,Loss,R1,KO/TKO,18,8,0,0,0,0,0,0
732,UFC 220 Miocic vs Ngannou,2018-01-20 00:00:00,Live on Pay-Per-View,10,7,-2,8,8,-3,1,780,411,0.05,-0.22,0.13,0.1,43,20,0.08,8,26,0,1,1,0,Daniel Cormier,Volkan Oezdemir,Daniel Cormier,Volkan Oezdemir,Daniel Cormier,Title,R2,KO/TKO,32,38,2,0,1,0,3,0
9,UFC 230 Cormier vs Lewis,2018-11-03 00:00:00,Live on Pay-Per-View,6,1,-5,8,-8,-7,-2,396,206,0.14,0.11,0.12,-0.24,24,16,0.25,8,12,-2,1,1,0,Daniel Cormier,Derrick Lewis,Daniel Cormier,Derrick Lewis,Derrick Lewis,Loss,R2,Submission,19,4,4,0,1,0,4,0
1681,UFC Fight Night Bermudez vs Korean Zombie,2017-02-04 00:00:00,Live on TSN,6,-3,1,0,-6,1,43,-264,-90,0.05,0.12,0.04,-0.17,2,0,0,-1,1,0,2,0,1,Khalil Rountree Jr.,Daniel Jolly,Daniel Jolly,Khalil Rountree Jr.,Daniel Jolly,Loss,R1,KO/TKO,0,3,0,0,0,0,0,0
1231,Tuesday Night Contender Series Live on UFC FIGHT PASS,2017-07-25 00:00:00,Las Vegas,3,-2,3,0,-1,-1,2,17,6,0.45,0.83,0.17,0,2,0,0.5,0,1,0,2,0,1,Alonzo Menifield,Daniel Jolly,Daniel Jolly,Alonzo Menifield,Alonzo Menifield,Win,R1,TKO - Doctor's Stoppage,8,9,2,0,0,0,1,0
3329,UFC Fight Night Miocic vs. Hunt,2015-05-09 00:00:00,FIGHT NETWORK,9,-20,-7,0,-8,-5,1,-168,-137,0.07,0,-0.1,0.16,31,11,-0.05,1,13,0,2,0,1,Sam Alvey,Daniel Kelly,Daniel Kelly,Sam Alvey,Daniel Kelly,Loss,R1,KO/TKO,2,8,0,0,0,0,0,0
1856,UFC Fight Night Whittaker vs Brunson,2016-11-26 00:00:00,Live on TSN 5,10,-11,-9,0,0,-6,1,-878,-450,0.06,-0.13,-0.01,0.16,14,8,0.21,-5,9,-1,1,1,0,Daniel Kelly,Chris Camozzi,Daniel Kelly,Chris Camozzi,Chris Camozzi,Loss,R3,Decision - Unanimous,39,56,4,0,0,0,4,0
2844,UFC 193 Rousey vs Holm,2015-11-14 00:00:00,Live on Pay-Per-View,14,13,4,2,2,-5,-1,683,264,0.14,0.02,-0.15,0.16,35,12,0.15,2,16,0,1,1,0,Daniel Kelly,Steve Montgomery,Daniel Kelly,Steve Montgomery,Daniel Kelly,Win,R3,Decision - Unanimous,63,77,5,0,0,0,8,0
436,UFC Fight Night Thompson vs Till,2018-05-27 00:00:00,Live on TSN 5,14,2,3,2,-4,-3,-1,569,184,-0.03,-0.08,0.02,0.16,30,12,0.06,1,13,-1,2,0,1,Tom Breese,Daniel Kelly,Daniel Kelly,Tom Breese,Daniel Kelly,Loss,R1,KO/TKO,6,23,0,0,0,0,0,0
1580,UFC Fight Night Manuwa vs Anderson,2017-03-18 00:00:00,Live on Fight Network,3,7,4,0,2,-3,-1,-48,48,0.04,0.2,-0.15,-0.14,-10,-2,-0.01,1,-2,2,2,0,1,Timothy Johnson,Daniel Omielanczuk,Daniel Omielanczuk,Timothy Johnson,Daniel Omielanczuk,Loss,R3,Decision - Split,54,52,0,1,0,0,0,1
1320,UFC 213 Nunes vs Shevchenko,2017-07-08 00:00:00,Live on Pay-Per-View,9,9,7,0,0,-6,-5,-20,27,-0.08,0.23,0.14,-0.47,-42,-29,0.43,1,-20,2,2,0,1,Curtis Blaydes,Daniel Omielanczuk,Daniel Omielanczuk,Curtis Blaydes,Daniel Omielanczuk,Loss,R3,Decision - Unanimous,51,72,0,0,0,0,0,0
3402,UFC Fight Night Gonzaga vs. Cro Cop 2,2015-04-11 00:00:00,FIGHT NETWORK,-2,4,-1,0,0,-2,-4,204,86,0.02,0.37,-0.05,-0.41,-11,-7,-0.11,1,-8,2,2,0,1,Anthony Hamilton,Daniel Omielanczuk,Daniel Omielanczuk,Anthony Hamilton,Daniel Omielanczuk,Loss,R3,Decision - Unanimous,36,83,1,3,0,0,0,2
3081,UFC Fight Night Bisping vs. Leites,2015-07-18 00:00:00,TSN 2,-3,14,6,0,2,-6,-1,390,252,0.01,-0.01,0.14,-0.23,4,1,-0.32,-1,-3,2,1,1,0,Daniel Omielanczuk,Chris De La Rocha,Daniel Omielanczuk,Chris De La Rocha,Chris De La Rocha,Loss,R1,KO/TKO,15,1,0,0,0,0,0,0
2561,UFC Fight Night Silva vs. Bisping,2016-02-27 00:00:00,Live on Fight Network,1,13,7,0,4,0,-1,393,242,0,0.01,-0.04,0,10,3,-0.32,1,1,2,1,1,0,Daniel Omielanczuk,Jarjis Danho,Daniel Omielanczuk,Jarjis Danho,Daniel Omielanczuk,Win,R3,Decision - Majority,77,38,0,0,0,0,0,0
1265,Tuesday Night Contender Series Live on UFC FIGHT PASS,2017-07-18 00:00:00,Las Vegas,1,-2,-1,2,0,0,0,51,24,0.54,0.71,0.25,0,1,0,0.29,2,2,0,1,1,0,Daniel Spohn,Angel De Anda,Daniel Spohn,Angel De Anda,Angel De Anda,Loss,R1,Submission,20,18,0,0,1,0,1,0
763,UFC Fight Night Stephens vs Choi,2018-01-14 00:00:00,Live on TSN 5,3,2,2,0,0,-7,-4,140,-17,0.08,0.15,-0.17,0,-1,0,0.12,1,-2,0,2,0,1,JJ Aldrich,Danielle Taylor,Danielle Taylor,JJ Aldrich,Danielle Taylor,Loss,R3,Decision - Unanimous,38,54,0,1,0,0,0,1
200,UFC 227 Dillashaw vs Garbrandt 2,2018-08-04 00:00:00,Live on Pay-Per-View,0,-8,3,0,0,60,33,505,129,0,0.03,0,0,3,0,-0.3,1,-1,0,2,0,1,Weili Zhang,Danielle Taylor,Danielle Taylor,Weili Zhang,Danielle Taylor,Loss,R3,Decision - Unanimous,34,77,0,1,1,0,0,1
5891,UFC®,2012-05-05 00:00:00,Diaz vs. Milller,5,0,0,-1,6,71,0,1268,521,-0.1,-0.24,0.18,0.12,109,45,-0.15,3,26,1,1,1,0,Danny Castillo,John  Cholish,Danny Castillo,John  Cholish,Danny Castillo,Win,R3,Decision - Unanimous,52,29,1,1,0,0,2,1
4328,UFC 172 Jones vs. Teixeira,2014-04-26 00:00:00,Live on Pay-Per-View,2,0,0,0,8,-1,0,1230,485,0.16,0.28,0.04,-0.32,65,23,-0.09,3,0,2,1,1,0,Danny Castillo,Charlie Brenneman,Danny Castillo,Charlie Brenneman,Charlie Brenneman,Loss,R2,KO/TKO,16,13,0,2,0,0,1,2
4635,UFC Fight Night Live on Sportsnet 360,2013-12-14 00:00:00,Johnson vs. Benavidez 2,7,-19,-5,0,-4,-4,-41,-441,-169,0.03,-0.42,0.18,0.3,108,40,-0.16,2,26,3,2,0,1,Edson  Barboza,Danny Castillo,Danny Castillo,Edson  Barboza,Danny Castillo,Loss,R3,Decision - Majority,55,43,1,0,1,1,3,1
6204,UFC® 139 Live on Pay-Per-View,2011-11-19 00:00:00,Shogun vs. Henderson,3,0,0,0,8,71,0,1179,543,-0.07,-0.23,0.03,0.3,108,42,0.26,3,19,3,1,1,0,Danny Castillo,Shamar Bailey,Danny Castillo,Shamar Bailey,Shamar Bailey,Loss,R1,KO/TKO,22,3,3,0,0,0,2,0
3618,UFC 182 Jones vs. Cormier,2015-01-03 00:00:00,Live on Pay-Per-View,5,-15,-4,-2,1,1,-40,441,170,0.12,-0.1,0.01,0.1,113,44,0.05,0,23,3,2,0,1,Paul Felder,Danny Castillo,Danny Castillo,Paul Felder,Paul Felder,Win,R2,KO/TKO,21,33,0,0,0,0,0,0
4993,UFC on FOX 8 Live from Seattle,2013-07-27 00:00:00,Johnson vs. Moraga,5,-27,-10,-2,0,-4,-43,-441,-239,0,-0.26,0.06,0.3,104,39,0,1,20,1,1,1,0,Danny Castillo,Tim Means,Danny Castillo,Tim Means,Tim Means,Loss,R3,Decision - Unanimous,25,38,6,0,0,0,0,1
7098,WEC 50,2010-08-18 00:00:00,Cruz vs. Benavidez,10,-24,-5,-6,-9,-1,-40,-844,-532,0.07,-0.2,0,0.3,64,23,-0.05,-15,13,-1,1,1,0,Danny Castillo,Dustin Poirier,Danny Castillo,Dustin Poirier,Danny Castillo,Win,R3,Decision - Unanimous,32,8,3,0,0,5,3,0
7735,WEC 42,2009-08-09 00:00:00,Torres vs. Bowles,3,-18,-7,-6,2,0,-39,200,59,0.04,-0.12,-0.03,0.15,53,26,0.17,-12,12,-4,1,1,0,Danny Castillo,Ricardo Lamas,Danny Castillo,Ricardo Lamas,Danny Castillo,Win,R2,KO/TKO,25,27,0,0,0,0,0,0
1276,UFC Fight Night Nelson vs Ponzinibbio,2017-07-16 00:00:00,Live on FS1,0,5,0,2,0,4,2,-52,-11,-0.11,-0.22,-0.17,0.4,-1,1,0.25,3,8,0,1,1,0,Danny Henry,Daniel Teymur,Danny Henry,Daniel Teymur,Daniel Teymur,Loss,R3,Decision - Unanimous,93,69,1,0,2,0,8,0
568,UFC Fight Night Werdum vs Volkov,2018-03-17 00:00:00,Live on Fight Network & UFC FIGHT PASS,3,3,2,2,0,0,0,6,17,-0.21,-0.4,0,0.4,2,1,0,3,8,0,1,1,0,Danny Henry,Hakeem Dawodu,Danny Henry,Hakeem Dawodu,Danny Henry,Win,R1,Submission,2,3,0,0,1,0,0,0
3174,UFC Fight Night Machida vs. Romero,2015-06-27 00:00:00,TSN,4,0,0,0,0,1,36,450,98,0.02,0,-0.03,0,14,7,-0.46,0,2,1,2,0,1,Sirwan Kakai,Danny Martinez,Danny Martinez,Sirwan Kakai,Danny Martinez,Loss,R3,Decision - Unanimous,59,52,0,5,0,0,0,1
234,UFC Fight Night Shogun vs Smith,2018-07-22 00:00:00,Live on TSN 2,3,0,-1,2,4,-1,1,472,188,0.07,0.12,-0.16,0.04,2,-2,-0.42,-3,1,-1,1,1,0,Danny Roberts,David Zawada,Danny Roberts,David Zawada,Danny Roberts,Win,R3,Decision - Split,45,33,0,2,1,5,4,3
